Rk,Player,Squad,90s,CrdY,CrdR,2CrdY,Fls,Code,Team,Confederation,Cards_received,Cards_per_100_fouls
305,João Félix,pt Portugal,2.2,0,0,0,3,pt,Portugal,UEFA,0,0.0
306,Lewis Ferguson,sct Scotland,3.0,0,0,0,5,sct,Scotland,UEFA,0,0.0
307,Bruno Fernandes,pt Portugal,4.7,0,0,0,2,pt,Portugal,UEFA,0,0.0
308,Enzo Fernández,ar Argentina,7.3,2,1,1,12,ar,Argentina,CONMEBOL,4,33.33333333333333
317,Alan Franco,ec Ecuador,2.8,2,0,0,7,ec,Ecuador,CONMEBOL,2,28.57142857142857
320,Remo Freuler,ch Switzerland,6.6,0,0,0,8,ch,Switzerland,UEFA,0,0.0
324,Cody Gakpo,nl Netherlands,4.1,0,0,0,3,nl,Netherlands,UEFA,0,0.0
325,Matías Galarza,py Paraguay,4.3,2,0,0,10,py,Paraguay,CONMEBOL,2,20.0
329,Ben Gannon-Doak,sct Scotland,2.1,0,0,0,3,sct,Scotland,UEFA,0,0.0
330,Eric García,es Spain,0.2,0,0,0,1,es,Spain,UEFA,0,0.0
331,Gavi,es Spain,0.8,0,0,0,2,es,Spain,UEFA,0,0.0
345,Diego Gómez,py Paraguay,3.4,2,0,0,5,py,Paraguay,CONMEBOL,2,40.0
346,Gustavo Gómez,py Paraguay,5.3,0,0,0,3,py,Paraguay,CONMEBOL,0,0.0
348,Nicolás González,ar Argentina,2.9,0,0,0,4,ar,Argentina,CONMEBOL,0,0.0
349,Anthony Gordon,eng England,4.4,0,0,0,4,eng,England,UEFA,0,0.0
354,Ryan Gravenberch,nl Netherlands,3.8,0,0,0,5,nl,Netherlands,UEFA,0,0.0
355,Michael Gregoritsch,at Austria,2.1,0,0,0,1,at,Austria,UEFA,0,0.0
356,Florian Grillitsch,at Austria,1.0,0,0,0,3,at,Austria,UEFA,0,0.0
357,Pascal Groß,de Germany,0.2,0,0,0,1,de,Germany,UEFA,0,0.0
358,Gabriel Gudmundsson,se Sweden,3.7,1,0,0,5,se,Sweden,UEFA,1,20.0
360,Marc Guéhi,eng England,7.4,1,0,0,4,eng,England,UEFA,1,25.0
364,Bruno Guimarães,br Brazil,4.6,0,0,0,4,br,Brazil,CONMEBOL,0,0.0
365,Deniz Gül,tr Türkiye,0.4,0,0,0,2,tr,Türkiye,UEFA,0,0.0
366,Arda Güler,tr Türkiye,3.0,0,0,0,3,tr,Türkiye,UEFA,0,0.0
368,Malo Gusto,fr France,1.3,0,0,0,4,fr,France,UEFA,0,0.0
371,Joško Gvardiol,hr Croatia,1.5,0,0,0,2,hr,Croatia,UEFA,0,0.0
372,Viktor Gyökeres,se Sweden,4.0,1,0,0,4,se,Sweden,UEFA,1,25.0
374,Erling Haaland,no Norway,5.2,0,0,0,5,no,Norway,UEFA,0,0.0
379,Dennis Hadžikadunić,ba Bosnia–Herz,0.3,0,0,0,1,ba,Bosnia–Herz,UEFA,0,0.0
389,Grant Hanley,sct Scotland,2.0,0,0,0,1,sct,Scotland,UEFA,0,0.0
400,Kai Havertz,de Germany,3.9,1,0,0,3,de,Germany,UEFA,1,33.33333333333333
402,Jan Paul van Hecke,nl Netherlands,4.3,0,0,0,4,nl,Netherlands,UEFA,0,0.0
404,Torbjørn Heggem,no Norway,4.9,0,0,0,2,no,Norway,UEFA,0,0.0
408,Jack Hendry,sct Scotland,3.0,0,0,0,1,sct,Scotland,UEFA,0,0.0
410,Theo Hernández,fr France,2.9,0,0,0,2,fr,France,UEFA,0,0.0
413,Aaron Hickey,sct Scotland,0.8,1,0,0,2,sct,Scotland,UEFA,1,50.0
414,Isak Hien,se Sweden,2.4,1,0,0,3,se,Sweden,UEFA,1,33.33333333333333
415,Piero Hincapié,ec Ecuador,3.8,1,1,0,5,ec,Ecuador,CONMEBOL,2,40.0
416,Adam Hložek,cz Czechia,1.7,0,0,0,4,cz,Czechia,UEFA,0,0.0
417,Tomáš Holeš,cz Czechia,1.7,0,0,0,2,cz,Czechia,UEFA,0,0.0
419,Robin Hranáč,cz Czechia,3.0,0,0,0,6,cz,Czechia,UEFA,0,0.0
426,Roger Ibanez,br Brazil,0.5,1,0,0,2,br,Brazil,CONMEBOL,1,50.0
434,Alexander Isak,se Sweden,4.0,0,0,0,4,se,Sweden,UEFA,0,0.0
442,Cedric Itten,ch Switzerland,0.5,0,0,0,4,ch,Switzerland,UEFA,0,0.0
447,Reece James,eng England,3.5,0,0,0,3,eng,England,UEFA,0,0.0
449,Luca Jaquez,ch Switzerland,0.9,0,0,0,3,ch,Switzerland,UEFA,0,0.0
450,Ardon Jashari,ch Switzerland,0.8,0,0,0,2,ch,Switzerland,UEFA,0,0.0
459,Frenkie de Jong,nl Netherlands,3.6,0,0,0,6,nl,Netherlands,UEFA,0,0.0
462,Vinicius Júnior,br Brazil,4.9,0,0,0,4,br,Brazil,CONMEBOL,0,0.0
466,Ozan Kabak,tr Türkiye,1.0,0,0,0,3,tr,Türkiye,UEFA,0,0.0
468,Kaku,py Paraguay,0.1,0,0,0,1,py,Paraguay,CONMEBOL,0,0.0
469,Saša Kalajdžić,at Austria,0.9,0,0,0,2,at,Austria,UEFA,0,0.0
473,Harry Kane,eng England,7.2,0,0,0,8,eng,England,UEFA,0,0.0
478,Jesper Karlström,se Sweden,1.5,0,0,0,3,se,Sweden,UEFA,0,0.0
480,Nikola Katić,ba Bosnia–Herz,3.5,1,0,0,4,ba,Bosnia–Herz,UEFA,1,25.0
494,Orkun Kökçü,tr Türkiye,1.7,0,0,0,2,tr,Türkiye,UEFA,0,0.0
495,Sead Kolašinac,ba Bosnia–Herz,3.7,0,0,0,6,ba,Bosnia–Herz,UEFA,0,0.0
497,Ibrahima Konaté,fr France,0.7,0,0,0,2,fr,France,UEFA,0,0.0
499,Manu Koné,fr France,4.3,1,0,0,6,fr,France,UEFA,1,16.666666666666664
500,Ezri Konsa,eng England,7.2,0,0,0,8,eng,England,UEFA,0,0.0
501,Teun Koopmeiners,nl Netherlands,1.4,0,0,0,3,nl,Netherlands,UEFA,0,0.0
504,Jules Koundé,fr France,6.7,0,0,0,6,fr,France,UEFA,0,0.0
505,Mateo Kovačić,hr Croatia,3.0,0,0,0,3,hr,Croatia,UEFA,0,0.0
508,Ladislav Krejčí,cz Czechia,3.0,1,0,0,6,cz,Czechia,UEFA,1,16.666666666666664
512,Maxence Lacroix,fr France,2.7,0,0,0,5,fr,France,UEFA,0,0.0
513,Gustaf Lagerbielke,se Sweden,4.0,0,0,0,1,se,Sweden,UEFA,0,0.0
514,Konrad Laimer,at Austria,4.0,1,0,0,6,at,Austria,UEFA,1,16.666666666666664
519,Aymeric Laporte,es Spain,8.1,1,0,0,5,es,Spain,UEFA,1,20.0
524,Rafael Leão,pt Portugal,1.8,0,0,0,1,pt,Portugal,UEFA,0,0.0
526,Jefferson Lerma,co Colombia,4.6,1,0,0,6,co,Colombia,CONMEBOL,1,16.666666666666664
529,Victor Lindelöf,se Sweden,4.0,0,0,0,3,se,Sweden,UEFA,0,0.0
533,Marcos Llorente,es Spain,2.1,0,0,0,2,es,Spain,UEFA,0,0.0
534,Giovani Lo Celso,ar Argentina,0.7,0,0,0,1,ar,Argentina,CONMEBOL,0,0.0
538,Flaco López,ar Argentina,0.2,1,0,0,1,ar,Argentina,CONMEBOL,1,100.0
540,Jhon Lucumí,co Colombia,5.3,1,0,0,5,co,Colombia,CONMEBOL,1,20.0
542,Romelu Lukaku,be Belgium,2.6,1,0,0,2,be,Belgium,UEFA,1,50.0
543,Dodi Lukebakio,be Belgium,1.8,0,0,0,1,be,Belgium,UEFA,0,0.0
544,Jovo Lukić,ba Bosnia–Herz,0.7,1,0,0,1,ba,Bosnia–Herz,UEFA,1,100.0
546,Alexis Mac Allister,ar Argentina,8.3,1,0,0,9,ar,Argentina,CONMEBOL,1,11.11111111111111
547,Deiver Machado,co Colombia,1.0,0,0,0,1,co,Colombia,CONMEBOL,0,0.0
550,Noni Madueke,eng England,3.2,0,0,0,2,eng,England,UEFA,0,0.0
