Rk,Player,Squad,90s,CrdY,CrdR,2CrdY,Fls,Code,Team,Confederation
705,Mohammed Al-Owais,sa Saudi Arabia,3.0,0,0,0,0,sa,Saudi Arabia,
706,Elisha Owusu,gh Ghana,1.7,0,0,0,2,gh,Ghana,
707,Mikel Oyarzabal,es Spain,6.7,0,0,0,4,es,Spain,UEFA
708,Salih Özcan,tr Türkiye,1.1,0,0,0,2,tr,Türkiye,UEFA
709,Willian Pacho,ec Ecuador,4.0,0,0,0,3,ec,Ecuador,CONMEBOL
710,Kendry Páez,ec Ecuador,0.1,1,0,0,1,ec,Ecuador,CONMEBOL
711,Exequiel Palacios,ar Argentina,1.0,0,0,0,1,ar,Argentina,CONMEBOL
712,Lucas Paquetá,br Brazil,2.6,0,0,0,3,br,Brazil,CONMEBOL
713,Leandro Paredes,ar Argentina,5.3,2,0,0,9,ar,Argentina,CONMEBOL
714,Thomas Partey,gh Ghana,3.0,0,0,0,2,gh,Ghana,
715,Marco Pašalić,hr Croatia,1.1,0,0,0,0,hr,Croatia,UEFA
716,Mario Pašalić,hr Croatia,1.4,0,0,0,2,hr,Croatia,UEFA
717,Nathan Patterson,sct Scotland,2.1,0,0,0,2,sct,Scotland,UEFA
718,João Paulo Fernandes,cv Cabo Verde,1.2,0,0,0,0,cv,Cabo Verde,
719,Aleksandar Pavlovic,de Germany,3.0,1,0,0,13,de,Germany,UEFA
720,Tim Payne,nz New Zealand,2.5,0,0,0,2,nz,New Zealand,
721,Nicolás Paz,ar Argentina,0.8,0,0,0,2,ar,Argentina,CONMEBOL
722,Marcus Pedersen,no Norway,2.6,0,0,0,3,no,Norway,UEFA
723,Pedri,es Spain,5.5,1,0,0,4,es,Spain,UEFA
724,Nicolas Pépé,ci Côte d'Ivoire,2.6,1,0,0,1,ci,Côte d'Ivoire,
725,Ricardo Pepi,us USA,2.3,0,0,0,5,us,USA,
726,Kojo Peprah Oppong,gh Ghana,0.5,1,0,0,1,gh,Ghana,
727,Ivan Perišić,hr Croatia,4.0,2,0,0,4,hr,Croatia,UEFA
728,Jens Petter Hauge,no Norway,0.1,0,0,0,0,no,Norway,UEFA
729,Charles Pickel,cd Congo DR,0.4,1,0,0,2,cd,Congo DR,
730,Jordan Pickford,eng England,7.3,0,0,0,0,eng,England,UEFA
731,Pico,cv Cabo Verde,4.3,0,0,0,0,cv,Cabo Verde,
732,Frantzdy Pierrot,ht Haiti,1.6,1,0,0,5,ht,Haiti,
733,Kevin Pina,cv Cabo Verde,3.9,1,0,0,5,cv,Cabo Verde,
734,Wagner Pina,cv Cabo Verde,1.0,1,0,0,1,cv,Cabo Verde,
735,Orbelín Pineda,mx Mexico,0.3,0,0,0,0,mx,Mexico,
736,Yéremy Pino,es Spain,0.8,0,0,0,2,es,Spain,UEFA
737,Isidro Pitta,py Paraguay,0.5,0,0,0,2,py,Paraguay,CONMEBOL
738,Johny Placide,ht Haiti,3.0,1,0,0,0,ht,Haiti,
739,Gonzalo Plata,ec Ecuador,4.0,1,0,0,5,ec,Ecuador,CONMEBOL
740,Marin Pongračić,hr Croatia,3.0,0,0,0,3,hr,Croatia,UEFA
741,Jackson Porozo,ec Ecuador,0.3,1,0,0,2,ec,Ecuador,CONMEBOL
742,Pedro Porro,es Spain,6.3,0,0,0,10,es,Spain,UEFA
743,Stefan Posch,at Austria,3.7,2,0,0,7,at,Austria,UEFA
744,Alexander Prass,at Austria,0.3,0,0,0,0,at,Austria,UEFA
745,Ángelo Preciado,ec Ecuador,1.2,0,0,0,0,ec,Ecuador,CONMEBOL
746,Ruben Providence,ht Haiti,2.4,0,0,0,3,ht,Haiti,
747,Lukáš Provod,cz Czechia,1.4,0,0,0,2,cz,Czechia,UEFA
748,Marc Pubill,es Spain,0.0,0,0,0,0,es,Spain,UEFA
749,Gustavo Puerta,co Colombia,5.2,1,0,0,9,co,Colombia,CONMEBOL
750,Christian Pulisic,us USA,2.5,0,0,0,1,us,USA,
751,Ahmed Qasem,iq Iraq,1.4,0,0,0,0,iq,Iraq,
752,Jarell Quansah,eng England,2.2,1,1,0,2,eng,England,UEFA
753,Julián Quiñones,mx Mexico,4.6,0,0,0,5,mx,Mexico,
754,Alberto Quintero,pa Panama,0.0,0,0,0,1,pa,Panama,
755,Juan Quintero,co Colombia,1.3,0,0,0,0,co,Colombia,CONMEBOL
756,Ramy Rabia,eg Egypt,4.1,0,0,0,3,eg,Egypt,
757,Adrien Rabiot,fr France,6.5,1,0,0,13,fr,France,UEFA
758,Stjepan Radeljić,ba Bosnia–Herz,2.0,1,0,0,1,ba,Bosnia–Herz,UEFA
759,Soufiane Rahimi,ma Morocco,1.8,0,0,0,5,ma,Morocco,
760,Abdul Rahman Baba,gh Ghana,0.0,0,0,0,0,gh,Ghana,
761,Anthony Ralston,sct Scotland,0.1,0,0,0,2,sct,Scotland,UEFA
762,Gonçalo Ramos,pt Portugal,0.4,0,0,0,0,pt,Portugal,UEFA
763,Jiovany Ramos,pa Panama,1.8,0,0,0,2,pa,Panama,
764,Jesse Randall,nz New Zealand,0.7,0,0,0,0,nz,New Zealand,
765,Raúl Rangel,mx Mexico,4.9,0,0,0,1,mx,Mexico,
766,Raphinha,br Brazil,1.4,0,0,0,1,br,Brazil,CONMEBOL
767,Nizar Al Rashdan,jo Jordan,2.8,0,0,0,5,jo,Jordan,
768,Marcus Rashford,eng England,2.5,0,0,0,5,eng,England,UEFA
769,Nicolas Raskin,be Belgium,3.8,0,0,0,12,be,Belgium,UEFA
770,David Raum,de Germany,1.2,0,0,0,2,de,Germany,UEFA
771,Noor Al Rawabdeh,jo Jordan,3.0,0,0,0,1,jo,Jordan,
772,Rayan,br Brazil,3.2,0,0,0,5,br,Brazil,CONMEBOL
773,Iqraam Rayners,za South Africa,1.8,0,0,0,1,za,South Africa,
774,Tim Ream,us USA,4.0,0,0,0,0,us,USA,
775,Tijjani Reijnders,nl Netherlands,2.2,0,0,0,0,nl,Netherlands,UEFA
776,Omar Rekik,tn Tunisia,2.0,0,0,0,0,tn,Tunisia,
777,Israel Reyes,mx Mexico,2.2,0,0,0,1,mx,Mexico,
778,Gio Reyna,us USA,1.5,0,0,0,1,us,USA,
779,Ramin Rezaeian,ir IR Iran,3.0,0,0,0,2,ir,IR Iran,
780,Chadi Riad,ma Morocco,3.8,0,0,0,0,ma,Morocco,
781,Declan Rice,eng England,6.2,2,0,0,4,eng,England,UEFA
782,Chris Richards,us USA,4.0,1,0,0,8,us,USA,
783,Fabian Rieder,ch Switzerland,3.4,0,0,0,3,ch,Switzerland,UEFA
784,Richard Ríos,co Colombia,1.6,1,0,0,10,co,Colombia,CONMEBOL
785,Ró-Ró,qa Qatar,3.0,0,0,0,1,qa,Qatar,
786,Andy Robertson,sct Scotland,2.5,1,0,0,3,sct,Scotland,UEFA
787,Antonee Robinson,us USA,3.9,1,0,0,4,us,USA,
788,Miles Robinson,us USA,1.0,0,0,0,2,us,USA,
789,Sergio Rochet,uy Uruguay,0.5,0,0,0,0,uy,Uruguay,CONMEBOL
790,Rodri,es Spain,8.0,0,0,0,11,es,Spain,UEFA
791,Garry Rodrigues,cv Cabo Verde,0.8,0,0,0,0,cv,Cabo Verde,
792,Brian Rodríguez,uy Uruguay,0.5,0,0,0,0,uy,Uruguay,CONMEBOL
793,James Rodríguez,co Colombia,3.5,0,0,0,0,co,Colombia,CONMEBOL
794,Kevin Rodríguez,ec Ecuador,1.3,0,0,0,3,ec,Ecuador,CONMEBOL
795,Ricardo Rodríguez,ch Switzerland,5.7,0,0,0,11,ch,Switzerland,UEFA
796,Tomás Rodríguez,pa Panama,0.5,0,0,0,3,pa,Panama,
797,Godfried Roemeratoe,cw Curaçao,0.1,0,0,0,0,cw,Curaçao,
798,Morgan Rogers,eng England,3.8,0,0,0,5,eng,England,UEFA
799,Cristian Romero,ar Argentina,6.8,2,0,0,9,ar,Argentina,CONMEBOL
800,Luis Romo,mx Mexico,2.9,0,0,0,1,mx,Mexico,
801,Cristiano Ronaldo,pt Portugal,4.9,0,0,0,2,pt,Portugal,UEFA
802,Eloy Room,cw Curaçao,3.0,0,0,0,0,cw,Curaçao,
803,Marten de Roon,nl Netherlands,0.1,0,0,0,0,nl,Netherlands,UEFA
804,Saed Al-Rosan,jo Jordan,0.1,0,0,0,0,jo,Jordan,
805,Antonio Rüdiger,de Germany,2.9,0,0,0,1,de,Germany,UEFA
806,Fabián Ruiz Peña,es Spain,3.6,0,0,0,1,es,Spain,UEFA
807,Mathew Ryan,au Australia,0.0,0,0,0,0,au,Australia,
808,Julian Ryerson,no Norway,2.5,0,0,0,6,no,Norway,UEFA
809,Elias Saad,tn Tunisia,1.3,0,0,0,1,tn,Tunisia,
810,Marwane Saâdane,ma Morocco,0.0,0,0,0,0,ma,Morocco,
811,Mustafa Saadoon,iq Iraq,0.2,0,0,0,2,iq,Iraq,
812,Mahmoud Saber,eg Egypt,0.5,1,0,0,2,eg,Egypt,
813,Marcel Sabitzer,at Austria,4.0,1,0,0,2,at,Austria,UEFA
814,Noah Sadiki,cd Congo DR,2.9,2,0,0,2,cd,Congo DR,
815,Michal Sadílek,cz Czechia,2.0,0,0,0,0,cz,Czechia,UEFA
816,Alexis Saelemaekers,be Belgium,0.9,0,0,0,0,be,Belgium,UEFA
817,Ismael Saibari,ma Morocco,4.2,0,0,0,8,ma,Morocco,
818,Bukayo Saka,eng England,4.0,0,0,0,4,eng,England,UEFA
819,Mohamed Salah,eg Egypt,4.7,0,0,0,5,eg,Egypt,
820,Anass Salah-Eddine,ma Morocco,2.4,0,0,0,3,ma,Morocco,
821,Nathan Saliba,ca Canada,2.0,1,0,0,5,ca,Canada,
822,William Saliba,fr France,5.3,0,0,0,4,fr,France,UEFA
823,Shurandy Sambo,cw Curaçao,0.0,0,0,0,0,cw,Curaçao,
824,Antonio Sanabria,py Paraguay,0.9,0,0,0,1,py,Paraguay,CONMEBOL
825,Davinson Sánchez,co Colombia,5.3,1,0,0,6,co,Colombia,CONMEBOL
826,Jorge Sánchez,mx Mexico,3.9,1,0,0,5,mx,Mexico,
827,Alex Sandro,br Brazil,0.1,0,0,0,1,br,Brazil,CONMEBOL
828,Leroy Sané,de Germany,3.6,0,0,0,3,de,Germany,UEFA
829,Ibrahim Sangaré,ci Côte d'Ivoire,3.0,0,0,0,2,ci,Côte d'Ivoire,
830,Kaishū Sano,jp Japan,3.0,1,0,0,4,jp,Japan,
831,Danilo Santos,br Brazil,0.5,0,0,0,0,br,Brazil,CONMEBOL
832,Douglas Santos,br Brazil,4.9,1,0,0,3,br,Brazil,CONMEBOL
833,Bara Sapoko Ndiaye,sn Senegal,0.3,0,0,0,0,sn,Senegal,
834,Ismaila Sarr,sn Senegal,4.0,0,0,0,1,sn,Senegal,
835,Farrukh Sayfiev,uz Uzbekistan,0.5,0,0,0,0,uz,Uzbekistan,
836,Amine Sbai,ma Morocco,0.1,0,0,0,2,ma,Morocco,
837,Joe Scally,us USA,1.0,0,0,0,0,us,USA,
838,Patrik Schick,cz Czechia,2.0,0,0,0,1,cz,Czechia,UEFA
839,Andreas Schjelderup,no Norway,2.8,0,0,0,2,no,Norway,UEFA
840,Alexander Schlager,at Austria,4.0,0,0,0,0,at,Austria,UEFA
841,Xaver Schlager,at Austria,2.6,0,0,0,6,at,Austria,UEFA
842,Nico Schlotterbeck,de Germany,1.5,0,0,0,2,de,Germany,UEFA
843,Romano Schmid,at Austria,2.9,0,0,0,3,at,Austria,UEFA
844,Kamogelo Sebelebele,za South Africa,0.1,0,0,0,1,za,South Africa,
845,Abdoulaye Seck,sn Senegal,0.6,1,0,0,1,sn,Senegal,
846,Alidu Seidu,gh Ghana,0.9,1,0,0,1,gh,Ghana,
847,Nicolas Seiwald,at Austria,3.5,0,0,0,1,at,Austria,UEFA
848,Ayumu Seko,jp Japan,1.0,0,0,0,1,jp,Japan,
849,Egil Selvik,no Norway,1.0,0,0,0,0,no,Norway,UEFA
850,Ken Sema,se Sweden,0.2,0,0,0,0,se,Sweden,UEFA
851,Nélson Semedo,pt Portugal,1.4,1,0,0,2,pt,Portugal,UEFA
852,Willy Semedo,cv Cabo Verde,1.5,0,0,0,4,cv,Cabo Verde,
853,Antoine Semenyo,gh Ghana,4.0,0,0,0,6,gh,Ghana,
854,Marvin Senaya,gh Ghana,3.1,0,0,0,6,gh,Ghana,
855,Marcos Senesi,ar Argentina,1.2,0,0,0,0,ar,Argentina,CONMEBOL
856,Igor Sergeev,uz Uzbekistan,0.3,0,0,0,0,uz,Uzbekistan,
857,Jean Seri,ci Côte d'Ivoire,0.2,0,0,0,0,ci,Côte d'Ivoire,
858,Kim Seung-gyu,kr Korea Republic,3.0,0,0,0,0,kr,Korea Republic,
859,Paik Seung-ho,kr Korea Republic,2.3,1,0,0,1,kr,Korea Republic,
860,Joaquin Seys,be Belgium,0.3,0,0,0,0,be,Belgium,UEFA
861,Jacob Shaffelburg,ca Canada,1.0,0,0,0,2,ca,Canada,
862,Mohammed Abu Al-Shamat,sa Saudi Arabia,1.5,0,0,0,2,sa,Saudi Arabia,
863,Lawrence Shankland,sct Scotland,1.9,0,0,0,5,sct,Scotland,UEFA
864,Sharara,jo Jordan,0.0,1,0,0,1,jo,Jordan,
865,Aimar Sher,iq Iraq,0.3,0,0,0,0,iq,Iraq,
866,Kento Shiogai,jp Japan,0.1,0,0,0,0,jp,Japan,
867,Mostafa Shobeir,eg Egypt,5.3,1,0,0,0,eg,Egypt,
868,Eldor Shomurodov,uz Uzbekistan,3.0,0,0,0,8,uz,Uzbekistan,
869,Otabek Shukurov,uz Uzbekistan,2.6,0,0,0,2,uz,Uzbekistan,
870,Nkosinathi Sibisi,za South Africa,1.0,1,0,0,1,za,South Africa,
871,Kwasi Sibo,gh Ghana,2.8,0,0,0,7,gh,Ghana,
872,Niko Sigur,ca Canada,1.4,1,0,0,5,ca,Canada,
873,Bernardo Silva,pt Portugal,1.1,2,0,0,3,pt,Portugal,UEFA
874,Éderson Silva,br Brazil,0.2,0,0,0,1,br,Brazil,CONMEBOL
875,Giuliano Simeone,ar Argentina,2.1,0,0,0,9,ar,Argentina,CONMEBOL
876,Dominique Simon,ht Haiti,0.6,0,0,0,1,ht,Haiti,
877,Unai Simón,es Spain,8.3,0,0,0,0,es,Spain,UEFA
878,Sarpreet Singh,nz New Zealand,2.3,1,0,0,2,nz,New Zealand,
879,Wilfried Singo,ci Côte d'Ivoire,1.9,0,0,0,3,ci,Côte d'Ivoire,
880,Sphephelo Sithole,za South Africa,2.5,0,1,0,5,za,South Africa,
881,Ellyes Skhiri,tn Tunisia,2.8,0,0,0,0,tn,Tunisia,
882,Alexandr Sojka,cz Czechia,1.6,0,0,0,0,cz,Czechia,UEFA
883,Ramón Sosa,py Paraguay,0.1,0,0,0,0,py,Paraguay,CONMEBOL
884,Tomáš Souček,cz Czechia,1.5,0,0,0,3,cz,Czechia,UEFA
885,Harry Souttar,au Australia,4.3,1,0,0,8,au,Australia,
886,Djibril Sow,ch Switzerland,2.8,0,0,0,5,ch,Switzerland,UEFA
887,Çağlar Söyüncü,tr Türkiye,0.1,0,0,0,0,tr,Türkiye,UEFA
888,Djed Spence,eng England,4.5,0,0,0,3,eng,England,UEFA
889,Marko Stamenic,nz New Zealand,3.0,1,0,0,4,nz,New Zealand,
890,Josip Stanišić,hr Croatia,4.0,0,0,0,0,hr,Croatia,UEFA
891,Carl Starfelt,se Sweden,0.0,0,0,0,0,se,Sweden,UEFA
892,Ross Stewart,sct Scotland,0.0,0,0,0,0,sct,Scotland,UEFA
893,Angelo Stiller,de Germany,0.5,0,0,0,0,de,Germany,UEFA
894,John Stones,eng England,3.7,0,0,0,1,eng,England,UEFA
895,Jørgen Strand Larsen,no Norway,1.2,0,0,0,0,no,Norway,UEFA
896,Elliot Stroud,se Sweden,1.8,0,0,0,3,se,Sweden,UEFA
897,Luis Suárez,co Colombia,3.7,1,0,0,7,co,Colombia,CONMEBOL
898,Luka Sučić,hr Croatia,0.2,0,0,0,0,hr,Croatia,UEFA
899,Petar Sučić,hr Croatia,3.2,1,0,0,7,hr,Croatia,UEFA
900,Yukinari Sugawara,jp Japan,1.6,0,0,0,3,jp,Japan,
901,Rebin Sulaka,iq Iraq,0.5,0,1,0,1,iq,Iraq,
902,Pavel Šulc,cz Czechia,2.1,0,0,0,2,cz,Czechia,UEFA
903,Kamaldeen Sulemana,gh Ghana,1.4,0,0,0,2,gh,Ghana,
904,Crysencio Summerville,nl Netherlands,2.8,1,0,0,2,nl,Netherlands,UEFA
905,Ivan Šunjić,ba Bosnia–Herz,2.2,0,0,0,7,ba,Bosnia–Herz,UEFA
906,Finn Surman,nz New Zealand,3.0,0,0,0,4,nz,New Zealand,
907,Josip Šutalo,hr Croatia,4.0,0,0,0,2,hr,Croatia,UEFA
908,Junnosuke Suzuki,jp Japan,0.5,1,0,0,2,jp,Japan,
909,Yuito Suzuki,jp Japan,0.1,0,0,0,0,jp,Japan,
910,Zion Suzuki,jp Japan,4.0,0,0,0,0,jp,Japan,
911,Mattias Svanberg,se Sweden,0.2,0,0,0,0,se,Sweden,UEFA
912,Daniel Svensson,se Sweden,1.1,0,0,0,0,se,Sweden,UEFA
913,Alexander Sørloth,no Norway,3.7,0,0,0,6,no,Norway,UEFA
914,Musa Al-Taamari,jo Jordan,2.4,0,0,0,2,jo,Jordan,
915,Haris Tabaković,ba Bosnia–Herz,0.2,0,0,0,0,ba,Bosnia–Herz,UEFA
916,Lee Tae-seok,kr Korea Republic,1.3,0,0,0,3,kr,Korea Republic,
917,Nicolás Tagliafico,ar Argentina,5.3,0,0,0,9,ar,Argentina,CONMEBOL
918,Jonathan Tah,de Germany,4.1,0,0,0,5,de,Germany,UEFA
919,Benjamin Tahirovic,ba Bosnia–Herz,2.6,0,0,0,3,ba,Bosnia–Herz,UEFA
920,Zaid Tahseen,iq Iraq,1.7,1,0,0,3,iq,Iraq,
921,Chemsdine Talbi,ma Morocco,2.0,0,0,0,0,ma,Morocco,
922,Montassar Talbi,tn Tunisia,3.0,0,0,0,1,tn,Tunisia,
923,Hassan Al Tambakti,sa Saudi Arabia,2.4,0,0,0,0,sa,Saudi Arabia,
924,Ao Tanaka,jp Japan,2.1,0,0,0,6,jp,Japan,
925,Shogo Taniguchi,jp Japan,2.6,1,0,0,2,jp,Japan,
926,Mehdi Taremi,ir IR Iran,2.9,0,0,0,3,ir,IR Iran,
927,Aurélien Tchouaméni,fr France,4.0,1,0,0,4,fr,France,UEFA
928,Arthur Theate,be Belgium,2.5,0,0,0,1,be,Belgium,UEFA
929,Igor Thiago,br Brazil,0.7,0,0,0,2,br,Brazil,CONMEBOL
930,Malick Thiaw,de Germany,0.5,0,0,0,1,de,Germany,UEFA
931,Ryan Thomas,nz New Zealand,0.9,0,0,0,3,nz,New Zealand,
932,Brandon Thomas-Asante,gh Ghana,0.6,0,0,0,0,gh,Ghana,
933,Morten Thorsby,no Norway,0.5,0,0,0,1,no,Norway,UEFA
934,Kristian Thorstvedt,no Norway,0.7,0,0,0,2,no,Norway,UEFA
935,Marcus Thuram,fr France,0.0,0,0,0,0,fr,France,UEFA
936,Youri Tielemans,be Belgium,5.3,0,0,0,7,be,Belgium,UEFA
937,Kieran Tierney,sct Scotland,1.2,0,0,0,3,sct,Scotland,UEFA
938,Guus Til,nl Netherlands,0.4,0,0,0,0,nl,Netherlands,UEFA
939,Malik Tillman,us USA,4.0,1,0,0,3,us,USA,
940,Quinten Timber,nl Netherlands,0.6,0,0,0,0,nl,Netherlands,UEFA
941,Takehiro Tomiyasu,jp Japan,2.0,0,0,0,5,jp,Japan,
942,Ivan Toney,eng England,0.9,0,0,0,0,eng,England,UEFA
943,Mehdi Torabi,ir IR Iran,0.3,0,0,0,0,ir,IR Iran,
944,Félix Torres Caicedo,ec Ecuador,0.1,0,0,0,0,ec,Ecuador,CONMEBOL
945,Ferran Torres,es Spain,3.2,1,0,0,6,es,Spain,UEFA
946,Sebastian Tounekti,tn Tunisia,0.9,0,0,0,1,tn,Tunisia,
947,Bazoumana Touré,ci Côte d'Ivoire,0.9,0,0,0,0,ci,Côte d'Ivoire,
948,Mo Touré,au Australia,1.8,0,0,0,4,au,Australia,
949,Kai Trewin,au Australia,0.8,0,0,0,0,au,Australia,
950,Trézéguet,eg Egypt,1.8,0,0,0,3,eg,Egypt,
951,Francisco Trincão,pt Portugal,0.3,0,0,0,0,pt,Portugal,UEFA
952,Leandro Trossard,be Belgium,5.6,0,0,0,4,be,Belgium,UEFA
953,Auston Trusty,us USA,1.1,0,0,0,2,us,USA,
954,Axel Tuanzebe,cd Congo DR,4.0,0,0,0,3,cd,Congo DR,
955,Matt Turner,us USA,1.0,0,0,0,0,us,USA,
956,Ayase Ueda,jp Japan,3.6,0,0,0,6,jp,Japan,
957,Manuel Ugarte,uy Uruguay,2.0,0,0,0,1,uy,Uruguay,CONMEBOL
958,Deniz Undav,de Germany,1.7,0,0,0,3,de,Germany,UEFA
959,Dayot Upamecano,fr France,7.3,0,0,0,7,fr,France,UEFA
960,Jakhongir Urozov,uz Uzbekistan,1.1,0,0,0,0,uz,Uzbekistan,
961,Oston Urunov,uz Uzbekistan,0.7,0,0,0,0,uz,Uzbekistan,
962,Can Uzun,tr Türkiye,0.4,0,0,0,0,tr,Türkiye,UEFA
963,Enner Valencia,ec Ecuador,3.2,0,0,0,4,ec,Ecuador,CONMEBOL
964,Yan Valery,tn Tunisia,2.8,0,0,0,4,tn,Tunisia,
965,Federico Valverde,uy Uruguay,2.6,0,0,0,1,uy,Uruguay,CONMEBOL
966,Virgil van Dijk,nl Netherlands,4.3,0,0,0,2,nl,Netherlands,UEFA
967,Hans Vanaken,be Belgium,3.5,0,0,0,0,be,Belgium,UEFA
968,Guillermo Varela,uy Uruguay,3.0,1,0,0,1,uy,Uruguay,CONMEBOL
969,Hélio Varela,cv Cabo Verde,1.2,0,0,0,1,cv,Cabo Verde,
970,Camilo Vargas,co Colombia,5.3,0,0,0,0,co,Colombia,CONMEBOL
971,Obed Vargas,mx Mexico,0.7,0,0,0,1,mx,Mexico,
972,Ruben Vargas,ch Switzerland,3.2,0,0,0,6,ch,Switzerland,UEFA
973,Nikola Vasilj,ba Bosnia–Herz,4.0,0,0,0,0,ba,Bosnia–Herz,UEFA
974,Johan Vásquez,mx Mexico,4.0,1,0,0,0,mx,Mexico,
975,Alexis Vega,mx Mexico,0.1,0,0,0,0,mx,Mexico,
976,Renato Veiga,pt Portugal,5.0,2,0,0,5,pt,Portugal,UEFA
977,Gustavo Velásquez,py Paraguay,2.7,0,0,0,2,py,Paraguay,CONMEBOL
978,Nishan Velupillay,au Australia,0.8,0,0,0,1,au,Australia,
979,Micky van de Ven,nl Netherlands,2.9,1,0,0,5,nl,Netherlands,UEFA
980,Bart Verbruggen,nl Netherlands,4.3,0,0,0,0,nl,Netherlands,UEFA
981,Matías Viña,uy Uruguay,0.5,0,0,0,0,uy,Uruguay,CONMEBOL
982,Federico Viñas,uy Uruguay,2.1,0,0,0,3,uy,Uruguay,CONMEBOL
983,Denis Višinský,cz Czechia,0.6,0,0,0,0,cz,Czechia,UEFA
984,Pedro Vite,ec Ecuador,4.0,0,0,0,2,ec,Ecuador,CONMEBOL
985,Vitinha,pt Portugal,4.2,0,0,0,4,pt,Portugal,UEFA
986,Nikola Vlašić,hr Croatia,2.1,0,0,0,5,hr,Croatia,UEFA
987,Cristian Volpato,au Australia,1.8,0,0,0,1,au,Australia,
988,Vozinha,cv Cabo Verde,4.3,0,0,0,0,cv,Cabo Verde,
989,Francis de Vries,nz New Zealand,0.2,0,0,0,0,nz,New Zealand,
990,Luka Vušković,hr Croatia,0.7,0,0,0,1,hr,Croatia,UEFA
991,Elye Wahi,ci Côte d'Ivoire,1.2,0,0,0,0,ci,Côte d'Ivoire,
992,Aaron Wan-Bissaka,cd Congo DR,3.9,0,0,0,1,cd,Congo DR,
993,Paul Wanner,at Austria,2.6,0,0,0,4,at,Austria,UEFA
994,Tsuyoshi Watanabe,jp Japan,1.0,0,0,0,0,jp,Japan,
995,Cecilio Waterman,pa Panama,0.8,0,0,0,1,pa,Panama,
996,Ollie Watkins,eng England,0.6,0,0,0,1,eng,England,UEFA
997,Timothy Weah,us USA,0.8,0,0,0,2,us,USA,
998,Wout Weghorst,nl Netherlands,0.6,0,0,0,1,nl,Netherlands,UEFA
999,Jacob Widell Zetterström,se Sweden,2.0,0,0,0,0,se,Sweden,UEFA
1000,Silvan Widmer,ch Switzerland,1.9,0,0,0,2,ch,Switzerland,UEFA
1001,Iñaki Williams,gh Ghana,1.4,1,0,0,2,gh,Ghana,
1002,Nico Williams,es Spain,1.3,0,0,0,2,es,Spain,UEFA
1003,Ronwen Williams,za South Africa,4.0,0,0,0,0,za,South Africa,
1004,Patrick Wimmer,at Austria,0.2,0,0,0,3,at,Austria,UEFA
1005,Florian Wirtz,de Germany,4.0,0,0,0,1,de,Germany,UEFA
1006,Yoane Wissa,cd Congo DR,4.0,0,0,0,5,cd,Congo DR,
1007,Axel Witsel,be Belgium,0.4,1,0,0,2,be,Belgium,UEFA
1008,Nick Woltemade,de Germany,0.4,0,0,0,0,de,Germany,UEFA
1009,Chris Wood,nz New Zealand,3.0,0,0,0,2,nz,New Zealand,
1010,Haji Wright,us USA,0.0,0,0,0,0,us,USA,
1011,Granit Xhaka,ch Switzerland,6.7,2,0,0,4,ch,Switzerland,UEFA
1012,Kevin Yakob,iq Iraq,0.3,0,0,0,1,iq,Iraq,
1013,Lamine Yamal,es Spain,6.8,0,0,0,14,es,Spain,UEFA
1014,Yannick,cv Cabo Verde,0.4,0,0,0,1,cv,Cabo Verde,
1015,Gessime Yassine,ma Morocco,0.9,0,0,0,2,ma,Morocco,
1016,John Yeboah,ec Ecuador,3.5,0,0,0,0,ec,Ecuador,CONMEBOL
1017,Tete Yengi,au Australia,0.3,0,0,0,3,au,Australia,
1018,Kenan Yıldız,tr Türkiye,2.4,0,0,0,2,tr,Türkiye,UEFA
1019,Caleb Yirenkyi,gh Ghana,2.9,2,0,0,7,gh,Ghana,
1020,Seol Young-woo,kr Korea Republic,2.8,0,0,0,1,kr,Korea Republic,
1021,Manaf Younis,iq Iraq,0.8,0,0,0,0,iq,Iraq,
1022,Aria Yousefi,ir IR Iran,0.5,0,0,0,0,ir,IR Iran,
1023,Ali Yousif,iq Iraq,0.4,0,0,0,1,iq,Iraq,
1024,İsmail Yüksek,tr Türkiye,1.5,0,0,0,2,tr,Türkiye,UEFA
1025,Utkir Yusupov,uz Uzbekistan,1.0,0,0,0,0,uz,Uzbekistan,
1026,Warren Zaïre-Emery,fr France,1.2,0,0,0,1,fr,France,UEFA
1027,Denis Zakaria,ch Switzerland,4.0,2,0,0,4,ch,Switzerland,UEFA
1028,Jaroslav Zelený,cz Czechia,1.4,0,0,0,0,cz,Czechia,UEFA
1029,Alejandro Zendejas,us USA,0.2,0,0,0,1,us,USA,
1030,Besfort Zeneli,se Sweden,0.7,0,0,0,1,se,Sweden,UEFA
1031,Ramiz Zerrouki,dz Algeria,1.2,1,0,0,4,dz,Algeria,
1032,Luca Zidane,dz Algeria,3.0,0,0,0,0,dz,Algeria,
1033,Mostafa Ziko,eg Egypt,4.1,0,0,0,6,eg,Egypt,
1034,David Zima,cz Czechia,0.1,0,0,0,0,cz,Czechia,UEFA
1035,Zizo,eg Egypt,0.6,0,0,0,2,eg,Egypt,
1036,Martín Zubimendi,es Spain,0.2,0,0,0,0,es,Spain,UEFA
1037,Themba Zwane,za South Africa,0.3,0,1,0,1,za,South Africa,
1038,Martin Ødegaard,no Norway,5.2,0,0,0,3,no,Norway,UEFA
1039,Leo Østigård,no Norway,1.6,0,0,0,2,no,Norway,UEFA
